"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age","emp_cat","ir_cat"
"360",0,10000,6.62,"A",4,"RENT",75000,24,"2-4","0-8"
"361",0,3600,8.9,"A",11,"RENT",55000,25,"8+","8-11"
"362",1,10000,17.27,"D",8,"RENT",68000,32,"4-8","13.5+"
"363",0,15000,18.25,"D",17,"MORTGAGE",66000,24,"8+","13.5+"
"364",0,8000,11.71,"B",8,"RENT",85000,28,"4-8","11-13.5"
"365",1,16000,7.9,"A",1,"RENT",51000,51,"0-2","0-8"
"366",0,8000,10.65,"B",2,"RENT",55000,23,"0-2","8-11"
"367",0,7200,7.51,"A",19,"MORTGAGE",47000,41,"8+","0-8"
"368",0,12000,7.51,"A",4,"RENT",86000,27,"2-4","0-8"
"369",1,2200,15.27,"C",11,"OWN",48000,24,"8+","13.5+"
"370",0,6000,7.51,"A",2,"MORTGAGE",50000,24,"0-2","0-8"
"371",0,14400,NA,"C",2,"RENT",42996,22,"0-2","Missing"
"372",0,14050,8.9,"A",3,"MORTGAGE",120000,33,"2-4","8-11"
"373",0,6000,13.49,"C",17,"OWN",62691,38,"8+","11-13.5"
"374",0,10525,7.9,"A",4,"RENT",49668,29,"2-4","0-8"
"375",0,7200,15.96,"C",2,"RENT",30000,31,"0-2","13.5+"
"376",0,12000,13.49,"C",14,"MORTGAGE",40000,26,"8+","11-13.5"
"377",0,12000,NA,"B",5,"MORTGAGE",1e+05,39,"4-8","Missing"
"378",0,3000,11.71,"B",2,"RENT",56312,33,"0-2","11-13.5"
"379",0,9500,16.29,"D",10,"RENT",54011,26,"8+","13.5+"
"380",0,19775,12.42,"B",2,"RENT",49110.32,30,"0-2","11-13.5"
"381",0,30000,12.42,"B",2,"RENT",80000,29,"0-2","11-13.5"
"382",0,16000,NA,"B",9,"MORTGAGE",55000,30,"8+","Missing"
"383",0,14500,14.65,"C",8,"RENT",90000,33,"4-8","13.5+"
"384",0,4150,10.65,"B",4,"RENT",1e+05,23,"2-4","8-11"
"385",0,24000,16.77,"D",6,"RENT",70000,53,"4-8","13.5+"
"386",1,21250,12.42,"B",5,"RENT",37000,22,"4-8","11-13.5"
"387",0,10000,14.27,"C",34,"OWN",75000,30,"8+","13.5+"
"388",0,4000,15.96,"C",6,"RENT",39000,30,"4-8","13.5+"
"389",0,15000,11.71,"B",0,"RENT",60000,22,"0-2","11-13.5"
"390",0,3600,15.96,"C",3,"RENT",40000,23,"2-4","13.5+"
"391",1,15000,15.27,"C",11,"RENT",60000,23,"8+","13.5+"
"392",0,12375,7.51,"A",6,"RENT",42000,26,"4-8","0-8"
"393",1,4000,12.69,"B",6,"RENT",30000,27,"4-8","11-13.5"
"394",0,13000,10.65,"B",16,"MORTGAGE",50000,22,"8+","8-11"
"395",0,5000,6.62,"A",1,"MORTGAGE",39396,22,"0-2","0-8"
"396",0,5000,15.96,"C",7,"OWN",98000,31,"4-8","13.5+"
"397",0,26000,11.71,"B",16,"RENT",62500,23,"8+","11-13.5"
"398",0,8000,7.9,"A",21,"RENT",32400,22,"8+","0-8"
"399",1,1700,NA,"A",NA,"MORTGAGE",37800,34,"Missing","Missing"
"400",0,16000,9.91,"B",11,"RENT",50000,35,"8+","8-11"
"401",1,12000,14.65,"C",6,"RENT",54400,22,"4-8","13.5+"
"402",0,7000,NA,"B",7,"MORTGAGE",72800,27,"4-8","Missing"
"403",1,13000,16.29,"D",14,"RENT",28000,26,"8+","13.5+"
"404",0,18000,13.49,"C",8,"MORTGAGE",96000,30,"4-8","11-13.5"
"405",0,10000,16.29,"D",3,"RENT",83200,22,"2-4","13.5+"
"406",1,11200,12.42,"B",3,"RENT",75000,30,"2-4","11-13.5"
"407",0,7000,10.65,"B",3,"RENT",52000,23,"2-4","8-11"
"408",0,8000,6.03,"A",6,"RENT",57600,41,"4-8","0-8"
"409",0,12000,17.27,"D",2,"RENT",95000,23,"0-2","13.5+"
"410",0,22000,14.65,"C",0,"RENT",58000,25,"0-2","13.5+"
"411",0,6200,10.65,"B",18,"MORTGAGE",24000,36,"8+","8-11"
"412",0,15900,NA,"B",9,"MORTGAGE",58000,29,"8+","Missing"
"413",0,5000,NA,"A",NA,"MORTGAGE",70000,26,"Missing","Missing"
"414",0,16000,NA,"A",3,"MORTGAGE",104000,33,"2-4","Missing"
"415",0,5000,11.71,"B",4,"RENT",35000,24,"2-4","11-13.5"
"416",0,3150,15.27,"C",5,"RENT",53000,36,"4-8","13.5+"
"417",1,12000,14.27,"C",2,"RENT",28000,23,"0-2","13.5+"
"418",1,28000,7.9,"A",4,"MORTGAGE",118000,24,"2-4","0-8"
"419",0,5000,12.42,"B",0,"RENT",40000,23,"0-2","11-13.5"
"420",0,3000,9.91,"B",NA,"MORTGAGE",42000,25,"Missing","8-11"
"421",1,3000,7.9,"A",11,"MORTGAGE",65000,27,"8+","0-8"
"422",0,8400,6.62,"A",2,"RENT",25000,22,"0-2","0-8"
"423",0,7000,10.65,"B",14,"MORTGAGE",36000,30,"8+","8-11"
"424",0,2000,9.91,"B",1,"MORTGAGE",231252,27,"0-2","8-11"
"425",1,8575,17.58,"D",NA,"MORTGAGE",32000,28,"Missing","13.5+"
"426",0,10000,7.9,"A",6,"RENT",66000,27,"4-8","0-8"
"427",0,25000,19.42,"E",2,"MORTGAGE",92000,29,"0-2","13.5+"
"428",0,8000,11.71,"B",13,"RENT",70000,24,"8+","11-13.5"
"429",0,25000,11.71,"B",8,"MORTGAGE",76896,23,"4-8","11-13.5"
"430",0,2000,NA,"B",24,"RENT",24000,24,"8+","Missing"
"431",0,16800,14.65,"C",2,"RENT",60000,22,"0-2","13.5+"
"432",0,8000,8.9,"A",3,"MORTGAGE",120000,32,"2-4","8-11"
"433",1,11000,7.9,"A",4,"MORTGAGE",80000,26,"2-4","0-8"
"434",1,5000,16.29,"D",6,"MORTGAGE",85000,33,"4-8","13.5+"
"435",0,18000,16.29,"D",12,"OWN",140000,28,"8+","13.5+"
"436",1,10000,12.69,"B",6,"OWN",36000,30,"4-8","11-13.5"
"437",0,5000,9.91,"B",0,"RENT",70000,34,"0-2","8-11"
"438",0,10000,NA,"D",4,"RENT",51360,22,"2-4","Missing"
"439",0,25000,9.91,"B",4,"RENT",163000,29,"2-4","8-11"
"440",0,2400,12.69,"B",4,"MORTGAGE",59393,24,"2-4","11-13.5"
"441",1,3000,16.29,"D",4,"MORTGAGE",65000,25,"2-4","13.5+"
"442",1,7700,16.77,"D",3,"RENT",29772.96,23,"2-4","13.5+"
"443",0,2400,13.49,"C",0,"OWN",12996,23,"0-2","11-13.5"
"444",0,5000,10.65,"B",1,"OWN",44475,24,"0-2","8-11"
"445",0,14000,17.58,"D",11,"MORTGAGE",88000,31,"8+","13.5+"
"446",0,2400,10.65,"B",3,"MORTGAGE",36000,30,"2-4","8-11"
"447",0,1800,12.42,"B",7,"RENT",117000,27,"4-8","11-13.5"
"448",1,22200,19.42,"E",2,"RENT",160000,30,"0-2","13.5+"
"449",1,13000,7.9,"A",10,"RENT",28000,25,"8+","0-8"
"450",0,8000,NA,"B",5,"RENT",48000,23,"4-8","Missing"
"451",1,3600,12.69,"B",12,"MORTGAGE",60000,26,"8+","11-13.5"
"452",0,9400,9.91,"B",2,"RENT",45500,26,"0-2","8-11"
"453",0,9600,14.27,"C",6,"MORTGAGE",156000,26,"4-8","13.5+"
"454",0,17000,10.65,"B",1,"RENT",40000,22,"0-2","8-11"
"455",0,10800,14.27,"C",6,"MORTGAGE",110000,42,"4-8","13.5+"
"456",0,6000,7.9,"A",16,"RENT",59400,24,"8+","0-8"
"457",0,35000,NA,"A",16,"MORTGAGE",106000,22,"8+","Missing"
"458",0,10000,NA,"B",7,"RENT",36000,26,"4-8","Missing"
"459",0,5000,12.69,"B",2,"RENT",25000,26,"0-2","11-13.5"
"460",1,7100,14.65,"C",1,"RENT",33000,25,"0-2","13.5+"
"461",0,12000,16.77,"D",13,"MORTGAGE",93000,25,"8+","13.5+"
"462",0,5825,10.65,"B",8,"RENT",50000,23,"4-8","8-11"
"463",1,22250,12.69,"B",2,"RENT",41000,23,"0-2","11-13.5"
"464",0,6000,12.42,"B",4,"RENT",30000,22,"2-4","11-13.5"
"465",1,7650,11.71,"B",5,"RENT",57000,23,"4-8","11-13.5"
"466",0,13200,7.9,"A",6,"MORTGAGE",62500,21,"4-8","0-8"
"467",0,12000,7.51,"A",0,"RENT",60000,21,"0-2","0-8"
"468",0,15000,6.03,"A",7,"RENT",60000,26,"4-8","0-8"
"469",0,12800,12.42,"B",1,"MORTGAGE",99600,25,"0-2","11-13.5"
"470",0,27575,NA,"B",1,"MORTGAGE",54000,27,"0-2","Missing"
"471",0,7000,12.69,"B",8,"RENT",49000,31,"4-8","11-13.5"
"472",0,10000,14.27,"C",4,"RENT",44160,23,"2-4","13.5+"
"473",0,14125,7.9,"A",5,"RENT",32000,23,"4-8","0-8"
"474",0,12000,6.62,"A",0,"MORTGAGE",94500,35,"0-2","0-8"
"475",0,9575,6.62,"A",3,"RENT",19498,27,"2-4","0-8"
"476",1,12000,15.96,"C",9,"MORTGAGE",88000,31,"8+","13.5+"
"477",0,10000,12.69,"B",4,"RENT",45000,25,"2-4","11-13.5"
"478",0,10000,15.96,"C",1,"RENT",37500,25,"0-2","13.5+"
"479",0,24000,9.91,"B",4,"RENT",120000,22,"2-4","8-11"
"480",0,14575,10.65,"B",7,"RENT",35000,26,"4-8","8-11"
"481",0,9000,NA,"A",0,"MORTGAGE",50000,28,"0-2","Missing"
"482",1,10000,13.49,"C",15,"RENT",30000,46,"8+","11-13.5"
"483",0,7125,17.58,"D",7,"RENT",25279.67,23,"4-8","13.5+"
"484",0,13000,13.49,"C",6,"RENT",65000,24,"4-8","11-13.5"
"485",1,21600,17.27,"D",2,"MORTGAGE",58600,27,"0-2","13.5+"
"486",0,7000,12.42,"B",15,"RENT",85000,26,"8+","11-13.5"
"487",0,7000,8.9,"A",5,"RENT",45000,26,"4-8","8-11"
"488",0,3600,17.27,"D",7,"MORTGAGE",44004,22,"4-8","13.5+"
"489",0,3500,12.69,"B",11,"MORTGAGE",84996,36,"8+","11-13.5"
"490",0,5000,8.9,"A",6,"RENT",33000,29,"4-8","8-11"
"491",0,10000,11.71,"B",5,"MORTGAGE",60000,23,"4-8","11-13.5"
"492",0,4500,13.49,"C",0,"OWN",19200,36,"0-2","11-13.5"
"493",0,12000,11.71,"B",14,"RENT",62000,30,"8+","11-13.5"
"494",0,10700,12.42,"B",4,"RENT",68000,26,"2-4","11-13.5"
"495",0,6000,10.65,"B",1,"RENT",30000,22,"0-2","8-11"
"496",0,20000,7.9,"A",14,"RENT",50000,54,"8+","0-8"
"497",0,3600,13.49,"C",1,"RENT",40000,24,"0-2","11-13.5"
"498",0,6000,NA,"A",13,"RENT",83954,23,"8+","Missing"
"499",0,10375,14.27,"C",5,"RENT",35000,27,"4-8","13.5+"
"500",0,25000,8.9,"A",4,"RENT",60000,31,"2-4","8-11"
"501",0,10000,NA,"D",4,"RENT",40000,27,"2-4","Missing"
"502",0,5600,6.03,"A",NA,"OWN",41100,24,"Missing","0-8"
"503",0,6000,12.42,"B",4,"RENT",92000,23,"2-4","11-13.5"
"504",0,8000,7.9,"A",2,"RENT",75000,23,"0-2","0-8"
"505",0,10000,11.71,"B",4,"MORTGAGE",45000,23,"2-4","11-13.5"
"506",0,11000,7.51,"A",8,"RENT",48000,25,"4-8","0-8"
"507",0,5000,9.91,"B",6,"MORTGAGE",110000,29,"4-8","8-11"
"508",0,6500,10.65,"B",0,"RENT",30600,41,"0-2","8-11"
"509",0,12000,12.69,"B",4,"RENT",45000,23,"2-4","11-13.5"
"510",0,21000,NA,"A",24,"MORTGAGE",150500,39,"8+","Missing"
"511",0,8400,16.77,"D",2,"RENT",32000,21,"0-2","13.5+"
"512",0,7000,12.69,"B",5,"RENT",37500,23,"4-8","11-13.5"
"513",1,12000,12.42,"B",0,"RENT",60000,23,"0-2","11-13.5"
"514",1,7200,11.71,"B",2,"RENT",33000,29,"0-2","11-13.5"
"515",0,12000,10.65,"B",12,"RENT",70000,24,"8+","8-11"
"516",0,3050,9.91,"B",1,"RENT",16800,22,"0-2","8-11"
"517",0,9000,14.65,"C",1,"RENT",38000,35,"0-2","13.5+"
"518",1,10000,NA,"B",5,"OWN",35000,21,"4-8","Missing"
"519",0,10000,9.91,"B",0,"MORTGAGE",95000,23,"0-2","8-11"
"520",1,10000,14.27,"C",14,"MORTGAGE",77400,29,"8+","13.5+"
"521",0,8500,16.29,"D",0,"RENT",61000,29,"0-2","13.5+"
"522",0,27000,9.91,"B",5,"OWN",140000,29,"4-8","8-11"
"523",0,4000,14.27,"C",9,"RENT",32400,26,"8+","13.5+"
"524",0,7300,11.71,"B",4,"RENT",50000,21,"2-4","11-13.5"
"525",0,18000,8.9,"A",9,"MORTGAGE",70000,31,"8+","8-11"
"526",0,5000,11.71,"B",22,"OWN",35000,23,"8+","11-13.5"
"527",0,10000,14.27,"C",57,"MORTGAGE",115000,23,"8+","13.5+"
"528",0,3000,7.9,"A",4,"RENT",45000,25,"2-4","0-8"
"529",0,28000,15.96,"C",5,"MORTGAGE",235000,27,"4-8","13.5+"
"530",0,10000,NA,"C",5,"RENT",36000,29,"4-8","Missing"
"531",0,12000,7.9,"A",5,"RENT",26000,24,"4-8","0-8"
"532",0,10000,17.27,"D",3,"RENT",80000,29,"2-4","13.5+"
"533",0,11000,NA,"A",1,"RENT",50000,22,"0-2","Missing"
"534",0,10000,15.27,"C",27,"RENT",55000,22,"8+","13.5+"
"535",0,5000,6.62,"A",5,"MORTGAGE",55000,27,"4-8","0-8"
"536",0,5000,6.03,"A",3,"RENT",64424,21,"2-4","0-8"
"537",0,5000,8.9,"A",16,"RENT",56000,34,"8+","8-11"
"538",1,6000,14.27,"C",7,"RENT",30000,22,"4-8","13.5+"
"539",0,5000,14.27,"C",4,"MORTGAGE",111740,29,"2-4","13.5+"
"540",0,20050,17.58,"D",7,"RENT",67500,27,"4-8","13.5+"
"541",1,7000,16.77,"D",0,"RENT",41000,37,"0-2","13.5+"
"542",0,25000,10.65,"B",33,"RENT",120000,24,"8+","8-11"
"543",1,3000,12.69,"B",10,"RENT",30000,23,"8+","11-13.5"
"544",0,8400,17.27,"D",16,"RENT",41500,26,"8+","13.5+"
"545",0,5000,9.91,"B",12,"MORTGAGE",75000,26,"8+","8-11"
"546",0,12000,NA,"B",12,"RENT",42000,31,"8+","Missing"
"547",1,13200,11.71,"B",2,"MORTGAGE",41600,32,"0-2","11-13.5"
"548",0,6000,6.03,"A",1,"RENT",48000,31,"0-2","0-8"
"549",0,10000,6.62,"A",8,"MORTGAGE",50000,30,"4-8","0-8"
"550",0,6500,10.65,"B",2,"RENT",53000,22,"0-2","8-11"
"551",0,10000,NA,"A",2,"MORTGAGE",65000,29,"0-2","Missing"
"552",0,12000,9.91,"B",2,"RENT",85000,27,"0-2","8-11"
"553",0,10000,14.27,"C",21,"RENT",55000,27,"8+","13.5+"
"554",0,12375,14.27,"C",20,"RENT",36000,36,"8+","13.5+"
"555",0,10000,10.65,"B",1,"RENT",26000,22,"0-2","8-11"
"556",0,4400,19.03,"E",7,"RENT",80000,24,"4-8","13.5+"
"557",0,25000,13.49,"C",4,"MORTGAGE",80000,25,"2-4","11-13.5"
"558",1,14125,12.42,"B",NA,"MORTGAGE",45696,22,"Missing","11-13.5"
"559",1,18000,13.49,"C",0,"OWN",66000,26,"0-2","11-13.5"
"560",0,35000,16.77,"D",7,"MORTGAGE",1e+05,23,"4-8","13.5+"
"561",0,35000,14.27,"C",1,"MORTGAGE",123000,37,"0-2","13.5+"
"562",0,7200,13.49,"C",9,"MORTGAGE",60000,26,"8+","11-13.5"
"563",0,4000,12.69,"B",3,"RENT",80000,27,"2-4","11-13.5"
"564",0,7000,7.51,"A",29,"RENT",31000,25,"8+","0-8"
"565",0,15000,13.49,"C",4,"MORTGAGE",90000,41,"2-4","11-13.5"
"566",0,7200,7.9,"A",5,"RENT",34000,22,"4-8","0-8"
"567",0,13000,17.27,"D",25,"RENT",36000,24,"8+","13.5+"
"568",0,28000,7.9,"A",4,"RENT",65000,27,"2-4","0-8"
"569",0,12000,9.91,"B",8,"RENT",35000,27,"4-8","8-11"
"570",0,14000,8.9,"A",5,"RENT",62004,41,"4-8","8-11"
"571",0,11500,11.71,"B",19,"RENT",74000,29,"8+","11-13.5"
"572",0,10500,14.65,"C",1,"MORTGAGE",42000,22,"0-2","13.5+"
"573",0,14400,12.42,"B",5,"OWN",48000,33,"4-8","11-13.5"
"574",0,16000,9.91,"B",7,"RENT",65000,21,"4-8","8-11"
"575",0,5375,9.91,"B",2,"RENT",15360,28,"0-2","8-11"
"576",0,12000,13.49,"C",11,"MORTGAGE",61000,22,"8+","11-13.5"
"577",1,12000,7.51,"A",0,"RENT",83000,23,"0-2","0-8"
"578",0,17000,6.03,"A",2,"MORTGAGE",120000,27,"0-2","0-8"
"579",1,13000,20.3,"E",5,"RENT",42000,31,"4-8","13.5+"
"580",1,7125,7.51,"A",0,"MORTGAGE",30000,21,"0-2","0-8"
"581",0,8000,14.65,"C",1,"RENT",72100,31,"0-2","13.5+"
"582",0,12500,11.71,"B",3,"RENT",58000,28,"2-4","11-13.5"
"583",0,10000,14.27,"C",4,"RENT",40000,22,"2-4","13.5+"
"584",0,14000,10.65,"B",3,"RENT",48880,29,"2-4","8-11"
"585",0,7500,NA,"A",5,"RENT",48000,37,"4-8","Missing"
"586",0,19200,9.91,"B",9,"MORTGAGE",40000,28,"8+","8-11"
"587",0,9000,11.71,"B",7,"MORTGAGE",110000,35,"4-8","11-13.5"
"588",0,20000,8.9,"A",3,"RENT",65000,29,"2-4","8-11"
"589",0,9000,13.49,"C",7,"MORTGAGE",50000,21,"4-8","11-13.5"
"590",1,9600,7.51,"A",10,"RENT",55000,25,"8+","0-8"
"591",0,1000,13.49,"C",8,"RENT",35100,24,"4-8","11-13.5"
"592",1,15000,15.27,"C",6,"RENT",38000,21,"4-8","13.5+"
"593",0,12000,NA,"D",6,"RENT",38000,21,"4-8","Missing"
"594",0,14000,8.9,"A",7,"MORTGAGE",108000,36,"4-8","8-11"
"595",0,10000,10.65,"B",4,"RENT",45000,22,"2-4","8-11"
"596",0,7200,12.69,"B",1,"RENT",23000,24,"0-2","11-13.5"
"597",0,11000,9.91,"B",4,"RENT",32000,23,"2-4","8-11"
"598",0,9600,8.9,"A",3,"RENT",55000,22,"2-4","8-11"
"599",0,10000,16.77,"D",4,"RENT",35000,28,"2-4","13.5+"
"600",0,11000,9.91,"B",5,"MORTGAGE",74000,43,"4-8","8-11"
"601",0,5000,7.51,"A",8,"OWN",30000,33,"4-8","0-8"
"602",1,6000,11.71,"B",1,"RENT",37000,23,"0-2","11-13.5"
"603",0,3000,NA,"C",3,"RENT",105000,32,"2-4","Missing"
"604",0,17000,NA,"B",24,"OWN",80000,41,"8+","Missing"
"605",0,5000,10.65,"B",11,"MORTGAGE",35000,29,"8+","8-11"
"606",0,6400,8.9,"A",6,"OWN",23000,39,"4-8","8-11"
"607",0,13000,16.29,"D",7,"RENT",50000,23,"4-8","13.5+"
"608",0,10000,16.77,"D",1,"RENT",38200,25,"0-2","13.5+"
"609",0,5000,14.27,"C",11,"RENT",56000,24,"8+","13.5+"
"610",0,7200,7.9,"A",0,"RENT",38000,23,"0-2","0-8"
"611",0,15000,NA,"A",3,"RENT",43000,30,"2-4","Missing"
"612",0,9600,11.71,"B",2,"MORTGAGE",105000,25,"0-2","11-13.5"
"613",0,6000,10.65,"B",19,"RENT",24000,22,"8+","8-11"
"614",0,6000,14.65,"C",0,"MORTGAGE",57600,30,"0-2","13.5+"
"615",0,7150,12.69,"B",1,"RENT",50000,26,"0-2","11-13.5"
"616",0,32000,6.62,"A",2,"RENT",120000,25,"0-2","0-8"
"617",1,8000,15.27,"C",2,"OWN",108000,22,"0-2","13.5+"
"618",0,7000,8.9,"A",0,"RENT",97600,42,"0-2","8-11"
"619",0,12000,6.62,"A",32,"MORTGAGE",70800,41,"8+","0-8"
"620",0,10400,14.65,"C",12,"RENT",45000,27,"8+","13.5+"
"621",0,12000,12.69,"B",2,"RENT",60000,23,"0-2","11-13.5"
"622",0,16000,16.29,"D",33,"MORTGAGE",74000,27,"8+","13.5+"
"623",0,4500,10.65,"B",2,"RENT",91500,29,"0-2","8-11"
"624",0,5000,12.42,"B",2,"RENT",42500,22,"0-2","11-13.5"
"625",0,3600,16.29,"D",6,"RENT",45000,28,"4-8","13.5+"
"626",0,21000,13.49,"C",26,"MORTGAGE",103000,24,"8+","11-13.5"
"627",0,7000,14.27,"C",2,"RENT",42000,22,"0-2","13.5+"
"628",0,15000,7.9,"A",1,"RENT",35000,29,"0-2","0-8"
"629",0,2250,13.49,"C",6,"RENT",16000,23,"4-8","11-13.5"
"630",0,17050,12.42,"B",14,"MORTGAGE",53000,28,"8+","11-13.5"
"631",0,16500,16.77,"D",2,"RENT",110000,26,"0-2","13.5+"
"632",0,3250,12.42,"B",0,"RENT",16000,24,"0-2","11-13.5"
"633",0,7000,7.9,"A",4,"MORTGAGE",38400,37,"2-4","0-8"
"634",0,24000,11.71,"B",3,"MORTGAGE",80000,23,"2-4","11-13.5"
"635",0,13200,16.77,"D",6,"RENT",80952,26,"4-8","13.5+"
"636",0,22750,8.9,"A",6,"OWN",65000,42,"4-8","8-11"
"637",0,12000,8.9,"A",17,"RENT",70000,25,"8+","8-11"
"638",0,30000,NA,"B",7,"MORTGAGE",175000,26,"4-8","Missing"
"639",1,1200,12.69,"B",8,"RENT",34000,21,"4-8","11-13.5"
"640",0,4800,8.9,"A",0,"RENT",35000,26,"0-2","8-11"
"641",0,7200,8.9,"A",12,"RENT",35000,25,"8+","8-11"
"642",0,15000,NA,"B",2,"OWN",35000,28,"0-2","Missing"
"643",0,10500,15.27,"C",10,"RENT",60000,28,"8+","13.5+"
"644",1,5000,7.9,"A",0,"MORTGAGE",66000,26,"0-2","0-8"
"645",0,4000,8.9,"A",3,"MORTGAGE",62000,23,"2-4","8-11"
"646",0,27000,11.71,"B",8,"MORTGAGE",130000,30,"4-8","11-13.5"
"647",0,15000,NA,"B",7,"MORTGAGE",61000,41,"4-8","Missing"
"648",0,2400,14.27,"C",1,"OWN",25000,22,"0-2","13.5+"
"649",0,5900,12.42,"B",2,"RENT",14400,21,"0-2","11-13.5"
"650",0,5000,11.71,"B",6,"RENT",70000,30,"4-8","11-13.5"
"651",1,13250,17.58,"D",7,"RENT",35000,31,"4-8","13.5+"
"652",0,20000,11.71,"B",1,"MORTGAGE",125000,25,"0-2","11-13.5"
"653",0,18000,7.9,"A",12,"MORTGAGE",80000,24,"8+","0-8"
"654",0,19200,16.77,"D",0,"RENT",87500,34,"0-2","13.5+"
"655",0,7000,11.71,"B",12,"MORTGAGE",22000,22,"8+","11-13.5"
"656",0,10000,NA,"A",7,"MORTGAGE",70000,30,"4-8","Missing"
"657",0,2250,15.27,"C",NA,"MORTGAGE",17352,22,"Missing","13.5+"
"658",0,23000,9.91,"B",9,"RENT",63208,25,"8+","8-11"
"659",0,6750,17.27,"D",2,"RENT",48000,25,"0-2","13.5+"
"660",0,10000,10.65,"B",6,"MORTGAGE",45500,29,"4-8","8-11"
"661",0,5600,8.9,"A",0,"RENT",19200,24,"0-2","8-11"
"662",0,4800,6.03,"A",3,"OWN",35000,26,"2-4","0-8"
"663",1,10000,11.71,"B",5,"RENT",29406,26,"4-8","11-13.5"
"664",1,2200,9.91,"B",8,"RENT",26004,23,"4-8","8-11"
"665",1,24000,12.69,"B",1,"RENT",120000,24,"0-2","11-13.5"
"666",0,16000,7.9,"A",0,"MORTGAGE",110000,27,"0-2","0-8"
"667",0,10000,9.91,"B",15,"RENT",34000,21,"8+","8-11"
"668",1,10625,14.27,"C",16,"RENT",26500,30,"8+","13.5+"
"669",0,9600,14.65,"C",2,"RENT",40000,24,"0-2","13.5+"
"670",1,7200,20.89,"F",0,"MORTGAGE",88800,23,"0-2","13.5+"
"671",0,12000,8.9,"A",6,"RENT",1e+05,58,"4-8","8-11"
"672",0,5000,12.42,"B",3,"RENT",45000,22,"2-4","11-13.5"
"673",0,12000,16.29,"D",9,"RENT",36000,35,"8+","13.5+"
"674",0,18000,17.27,"D",22,"RENT",80000,43,"8+","13.5+"
"675",0,10000,9.91,"B",3,"RENT",50000,23,"2-4","8-11"
"676",0,10000,9.91,"B",10,"RENT",75000,24,"8+","8-11"
"677",0,26000,7.51,"A",8,"MORTGAGE",105000,30,"4-8","0-8"
"678",0,17475,9.91,"B",3,"RENT",45408,21,"2-4","8-11"
"679",0,10000,10.65,"B",3,"RENT",67500,35,"2-4","8-11"
"680",0,17250,19.42,"E",4,"RENT",60000,35,"2-4","13.5+"
"681",0,10000,6.62,"A",2,"MORTGAGE",65000,26,"0-2","0-8"
"682",0,20000,11.71,"B",2,"MORTGAGE",55000,22,"0-2","11-13.5"
"683",0,24000,7.9,"A",4,"RENT",65000,30,"2-4","0-8"
"684",0,15000,8.9,"A",3,"MORTGAGE",75000,28,"2-4","8-11"
"685",1,10625,11.71,"B",0,"RENT",30000,26,"0-2","11-13.5"
"686",0,8400,14.65,"C",0,"RENT",30000,23,"0-2","13.5+"
"687",0,16000,15.96,"C",12,"MORTGAGE",60000,35,"8+","13.5+"
"688",0,15000,14.27,"C",3,"MORTGAGE",35000,24,"2-4","13.5+"
"689",0,13225,12.69,"B",5,"MORTGAGE",65000,27,"4-8","11-13.5"
"690",0,11775,13.49,"C",1,"RENT",44400,22,"0-2","11-13.5"
"691",0,10075,12.42,"B",2,"MORTGAGE",46000,24,"0-2","11-13.5"
"692",0,10000,14.27,"C",0,"RENT",62000,23,"0-2","13.5+"
"693",0,14000,12.42,"B",4,"MORTGAGE",88000,27,"2-4","11-13.5"
"694",1,13000,9.91,"B",10,"RENT",50000,33,"8+","8-11"
"695",0,15000,11.71,"B",6,"RENT",75000,24,"4-8","11-13.5"
"696",0,9350,7.51,"A",5,"MORTGAGE",1e+05,36,"4-8","0-8"
"697",0,18225,12.42,"B",4,"RENT",40000,38,"2-4","11-13.5"
"698",0,3600,6.62,"A",8,"MORTGAGE",88824,37,"4-8","0-8"
"699",0,5000,16.29,"D",10,"OWN",40000,22,"8+","13.5+"
"700",0,6400,NA,"D",16,"RENT",50000,32,"8+","Missing"
"701",0,35000,8.9,"A",3,"MORTGAGE",114054,40,"2-4","8-11"
"702",0,18000,NA,"B",6,"MORTGAGE",70000,30,"4-8","Missing"
"703",0,15625,8.9,"A",20,"MORTGAGE",45000,45,"8+","8-11"
"704",0,24000,13.49,"C",24,"RENT",77000,54,"8+","11-13.5"
"705",1,5000,14.27,"C",5,"MORTGAGE",61400,21,"4-8","13.5+"
"706",0,7200,9.91,"B",1,"RENT",90000,26,"0-2","8-11"
"707",1,5000,14.27,"C",22,"RENT",32000,25,"8+","13.5+"
"708",0,6600,10.65,"B",2,"RENT",42000,25,"0-2","8-11"
"709",0,7000,6.62,"A",NA,"MORTGAGE",24000,30,"Missing","0-8"
"710",0,20000,15.27,"C",0,"RENT",130000,25,"0-2","13.5+"
"711",1,8000,12.42,"B",4,"RENT",35000,24,"2-4","11-13.5"
"712",0,12000,NA,"B",6,"RENT",70000,42,"4-8","Missing"
"713",0,20000,11.71,"B",7,"RENT",67000,34,"4-8","11-13.5"
"714",0,10000,8.9,"A",11,"RENT",31000,22,"8+","8-11"
"715",0,10000,11.71,"B",5,"MORTGAGE",145000,23,"4-8","11-13.5"
"716",0,18000,16.29,"D",2,"RENT",66000,26,"0-2","13.5+"
"717",0,4000,NA,"B",7,"RENT",1e+05,29,"4-8","Missing"
"718",0,15000,12.42,"B",NA,"RENT",60000,37,"Missing","11-13.5"
